requirement_id,catalog_id,level,required_at_l2,chapter,section,applicable,status,rationale,evidence,owner_role,next_step
v5.0.0-6.2.5,V6.2.5,1,YES,V6,Password Security,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.2.6,V6.2.6,1,YES,V6,Password Security,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.2.7,V6.2.7,1,YES,V6,Password Security,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.2.8,V6.2.8,1,YES,V6,Password Security,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.2.9,V6.2.9,2,YES,V6,Password Security,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.2.10,V6.2.10,2,YES,V6,Password Security,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.2.11,V6.2.11,2,YES,V6,Password Security,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.2.12,V6.2.12,2,YES,V6,Password Security,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.3.1,V6.3.1,1,YES,V6,General Authentication Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.3.2,V6.3.2,1,YES,V6,General Authentication Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.3.3,V6.3.3,2,YES,V6,General Authentication Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.3.4,V6.3.4,2,YES,V6,General Authentication Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.3.5,V6.3.5,3,NO,V6,General Authentication Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.3.6,V6.3.6,3,NO,V6,General Authentication Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.3.7,V6.3.7,3,NO,V6,General Authentication Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.3.8,V6.3.8,3,NO,V6,General Authentication Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.4.1,V6.4.1,1,YES,V6,Authentication Factor Lifecycle and Recovery,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.4.2,V6.4.2,1,YES,V6,Authentication Factor Lifecycle and Recovery,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.4.3,V6.4.3,2,YES,V6,Authentication Factor Lifecycle and Recovery,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.4.4,V6.4.4,2,YES,V6,Authentication Factor Lifecycle and Recovery,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.4.5,V6.4.5,3,NO,V6,Authentication Factor Lifecycle and Recovery,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.4.6,V6.4.6,3,NO,V6,Authentication Factor Lifecycle and Recovery,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.5.1,V6.5.1,2,YES,V6,General Multi-factor authentication requirements,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.5.2,V6.5.2,2,YES,V6,General Multi-factor authentication requirements,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.5.3,V6.5.3,2,YES,V6,General Multi-factor authentication requirements,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.5.4,V6.5.4,2,YES,V6,General Multi-factor authentication requirements,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.5.5,V6.5.5,2,YES,V6,General Multi-factor authentication requirements,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.5.6,V6.5.6,3,NO,V6,General Multi-factor authentication requirements,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.5.7,V6.5.7,3,NO,V6,General Multi-factor authentication requirements,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.5.8,V6.5.8,3,NO,V6,General Multi-factor authentication requirements,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.6.1,V6.6.1,2,YES,V6,Out-of-Band authentication mechanisms,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.6.2,V6.6.2,2,YES,V6,Out-of-Band authentication mechanisms,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.6.3,V6.6.3,2,YES,V6,Out-of-Band authentication mechanisms,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.6.4,V6.6.4,3,NO,V6,Out-of-Band authentication mechanisms,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.7.1,V6.7.1,3,NO,V6,Cryptographic authentication mechanism,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.7.2,V6.7.2,3,NO,V6,Cryptographic authentication mechanism,NO,N/A,Bot application has no Authentication surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-6.8.1,V6.8.1,2,YES,V6,Authentication with an Identity Provider,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.8.2,V6.8.2,2,YES,V6,Authentication with an Identity Provider,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.8.3,V6.8.3,2,YES,V6,Authentication with an Identity Provider,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-6.8.4,V6.8.4,2,YES,V6,Authentication with an Identity Provider,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.1.1,V7.1.1,2,YES,V7,Session Management Documentation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.1.2,V7.1.2,2,YES,V7,Session Management Documentation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.1.3,V7.1.3,2,YES,V7,Session Management Documentation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.2.1,V7.2.1,1,YES,V7,Fundamental Session Management Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.2.2,V7.2.2,1,YES,V7,Fundamental Session Management Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.2.3,V7.2.3,1,YES,V7,Fundamental Session Management Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.2.4,V7.2.4,1,YES,V7,Fundamental Session Management Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.3.1,V7.3.1,2,YES,V7,Session Timeout,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.3.2,V7.3.2,2,YES,V7,Session Timeout,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.4.1,V7.4.1,1,YES,V7,Session Termination,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.4.2,V7.4.2,1,YES,V7,Session Termination,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.4.3,V7.4.3,2,YES,V7,Session Termination,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.4.4,V7.4.4,2,YES,V7,Session Termination,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.4.5,V7.4.5,2,YES,V7,Session Termination,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.5.1,V7.5.1,2,YES,V7,Defenses Against Session Abuse,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.5.2,V7.5.2,2,YES,V7,Defenses Against Session Abuse,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.5.3,V7.5.3,3,NO,V7,Defenses Against Session Abuse,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.6.1,V7.6.1,2,YES,V7,Federated Re-authentication,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-7.6.2,V7.6.2,2,YES,V7,Federated Re-authentication,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-8.1.1,V8.1.1,1,YES,V8,Authorization Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-8.1.2,V8.1.2,2,YES,V8,Authorization Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-8.1.3,V8.1.3,3,NO,V8,Authorization Documentation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-8.1.4,V8.1.4,3,NO,V8,Authorization Documentation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-8.2.1,V8.2.1,1,YES,V8,General Authorization Design,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_handlers.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-8.2.2,V8.2.2,1,YES,V8,General Authorization Design,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_crud.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-8.2.3,V8.2.3,2,YES,V8,General Authorization Design,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_handlers_settings.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-8.2.4,V8.2.4,3,NO,V8,General Authorization Design,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-8.3.1,V8.3.1,1,YES,V8,Operation Level Authorization,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_handlers_settings.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-8.3.2,V8.3.2,3,NO,V8,Operation Level Authorization,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_durable_delivery_redis.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-8.3.3,V8.3.3,3,NO,V8,Operation Level Authorization,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-8.4.1,V8.4.1,2,YES,V8,Other Authorization Considerations,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-8.4.2,V8.4.2,3,NO,V8,Other Authorization Considerations,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-9.1.1,V9.1.1,1,YES,V9,Token source and integrity,NO,N/A,Bot application has no Self-contained Tokens surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-9.1.2,V9.1.2,1,YES,V9,Token source and integrity,NO,N/A,Bot application has no Self-contained Tokens surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-9.1.3,V9.1.3,1,YES,V9,Token source and integrity,NO,N/A,Bot application has no Self-contained Tokens surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-9.2.1,V9.2.1,1,YES,V9,Token content,NO,N/A,Bot application has no Self-contained Tokens surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-9.2.2,V9.2.2,2,YES,V9,Token content,NO,N/A,Bot application has no Self-contained Tokens surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-9.2.3,V9.2.3,2,YES,V9,Token content,NO,N/A,Bot application has no Self-contained Tokens surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-9.2.4,V9.2.4,2,YES,V9,Token content,NO,N/A,Bot application has no Self-contained Tokens surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.1.1,V10.1.1,2,YES,V10,Generic OAuth and OIDC Security,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.1.2,V10.1.2,2,YES,V10,Generic OAuth and OIDC Security,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.2.1,V10.2.1,2,YES,V10,OAuth Client,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.2.2,V10.2.2,2,YES,V10,OAuth Client,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.2.3,V10.2.3,3,NO,V10,OAuth Client,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.3.1,V10.3.1,2,YES,V10,OAuth Resource Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.3.2,V10.3.2,2,YES,V10,OAuth Resource Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.3.3,V10.3.3,2,YES,V10,OAuth Resource Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.3.4,V10.3.4,2,YES,V10,OAuth Resource Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.3.5,V10.3.5,3,NO,V10,OAuth Resource Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.1,V10.4.1,1,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.2,V10.4.2,1,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.3,V10.4.3,1,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.4,V10.4.4,1,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.5,V10.4.5,1,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.6,V10.4.6,2,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.7,V10.4.7,2,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.8,V10.4.8,2,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.9,V10.4.9,2,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.10,V10.4.10,2,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.11,V10.4.11,2,YES,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.12,V10.4.12,3,NO,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.13,V10.4.13,3,NO,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.14,V10.4.14,3,NO,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.15,V10.4.15,3,NO,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.4.16,V10.4.16,3,NO,V10,OAuth Authorization Server,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.5.1,V10.5.1,2,YES,V10,OIDC Client,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.5.2,V10.5.2,2,YES,V10,OIDC Client,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.5.3,V10.5.3,2,YES,V10,OIDC Client,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.5.4,V10.5.4,2,YES,V10,OIDC Client,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
